"kd_jenis_prw";"nm_perawatan";"kd_kategori";"material";"bhp";"tarif_tindakandr";"tarif_tindakanpr";"kso";"menejemen";"total_byrdr";"total_byrpr";"total_byrdrpr";"kd_pj";"kd_poli";"status"
"J000427";"SGPT/ALT";"KVIP";"18900";"0";"0";"0";"0";"0";"18900";"18900";"0";"A09";"U0009";"1"
"J000428";"SGPT/ALT";"KVVIP";"19350";"0";"0";"0";"0";"0";"19350";"19350";"0";"A09";"U0009";"1"
"J000429";"SGPT/ALT";"PK3";"19800";"0";"0";"0";"0";"0";"19800";"19800";"0";"A09";"U0009";"1"
"J000430";"Bilirubin Total";"K3";"15000";"0";"0";"0";"0";"0";"15000";"15000";"0";"A09";"U0009";"1"
"J000431";"Bilirubin Total";"K2";"15000";"0";"0";"0";"0";"0";"15000";"15000";"0";"A09";"U0009";"1"
"J000432";"Bilirubin Total";"K1";"15375";"0";"0";"0";"0";"0";"15375";"15375";"0";"A09";"U0009";"1"
"J000433";"Bilirubin Total";"KVIP";"15750";"0";"0";"0";"0";"0";"15750";"15750";"0";"A09";"U0009";"1"
"J000434";"Bilirubin Total";"KVVIP";"16125";"0";"0";"0";"0";"0";"16125";"16125";"0";"A09";"U0009";"1"
"J000435";"Bilirubin Total";"PK3";"16500";"0";"0";"0";"0";"0";"16500";"16500";"0";"A09";"U0009";"1"
"J000436";"Widal";"K1";"41000";"0";"0";"0";"0";"0";"41000";"41000";"0";"A09";"U0009";"1"
"J000437";"Widal";"K2";"40000";"0";"0";"0";"0";"0";"40000";"40000";"0";"A09";"U0009";"1"
"J000438";"Widal";"K3";"40000";"0";"0";"0";"0";"0";"40000";"40000";"0";"A09";"U0009";"1"
"J000439";"Widal";"KVIP";"42000";"0";"0";"0";"0";"0";"42000";"42000";"0";"A09";"U0009";"1"
"J000440";"Widal";"KVVIP";"43000";"0";"0";"0";"0";"0";"43000";"43000";"0";"A09";"U0009";"1"
"J000441";"Widal";"PK3";"44000";"0";"0";"0";"0";"0";"44000";"44000";"0";"A09";"U0009";"1"
"J000442";"Bilirubin direct";"K3";"15000";"0";"0";"0";"0";"0";"15000";"15000";"0";"A09";"U0009";"1"
"J000443";"Bilirubin direct";"K2";"15000";"0";"0";"0";"0";"0";"15000";"15000";"0";"A09";"U0009";"1"
"J000444";"Bilirubin direct";"K1";"15375";"0";"0";"0";"0";"0";"15375";"15375";"0";"A09";"U0009";"1"
"J000445";"Bilirubin direct";"KVIP";"15750";"0";"0";"0";"0";"0";"15750";"15750";"0";"A09";"U0009";"1"
"J000446";"Bilirubin direct";"KVVIP";"16125";"0";"0";"0";"0";"0";"16125";"16125";"0";"A09";"U0009";"1"
"J000447";"Bilirubin direct";"PK3";"16500";"0";"0";"0";"0";"0";"16500";"16500";"0";"A09";"U0009";"1"
"J000448";"Bilirubin indirect";"K3";"15000";"0";"0";"0";"0";"0";"15000";"15000";"0";"A09";"U0009";"1"
"J000449";"Bilirubin indirect";"K2";"15000";"0";"0";"0";"0";"0";"15000";"15000";"0";"A09";"U0009";"1"
"J000450";"Bilirubin indirect";"K1";"15375";"0";"0";"0";"0";"0";"15375";"15375";"0";"A09";"U0009";"1"
"J000451";"Bilirubin indirect";"KVIP";"15750";"0";"0";"0";"0";"0";"15750";"15750";"0";"A09";"U0009";"1"
"J000452";"Bilirubin indirect";"KVVIP";"16125";"0";"0";"0";"0";"0";"16125";"16125";"0";"A09";"U0009";"1"
"J000453";"Bilirubin indirect";"PK3";"16500";"0";"0";"0";"0";"0";"16500";"16500";"0";"A09";"U0009";"1"
"J000454";"Glukosa sewaktu ";"K3";"25000";"0";"0";"0";"0";"0";"25000";"25000";"0";"A09";"U0009";"1"
"J000455";"Glukosa sewaktu ";"K2";"25000";"0";"0";"0";"0";"0";"25000";"25000";"0";"A09";"U0009";"1"
"J000456";"Glukosa sewaktu ";"K1";"25625";"0";"0";"0";"0";"0";"25625";"25625";"0";"A09";"U0009";"1"
"J000457";"Glukosa sewaktu ";"KVIP";"26250";"0";"0";"0";"0";"0";"26250";"26250";"0";"A09";"U0009";"1"
"J000458";"Glukosa sewaktu ";"KVVIP";"26875";"0";"0";"0";"0";"0";"26875";"26875";"0";"A09";"U0009";"1"
"J000459";"Glukosa sewaktu ";"PK3";"27500";"0";"0";"0";"0";"0";"27500";"27500";"0";"A09";"U0009";"1"
"J000460";"Glukosa Puasa";"K3";"25000";"0";"0";"0";"0";"0";"25000";"25000";"0";"A09";"U0009";"1"
"J000461";"Glukosa Puasa";"K2";"25000";"0";"0";"0";"0";"0";"25000";"25000";"0";"A09";"U0009";"1"
"J000462";"Glukosa Puasa";"K1";"25625";"0";"0";"0";"0";"0";"25625";"25625";"0";"A09";"U0009";"1"
"J000463";"Glukosa Puasa";"KVIP";"26250";"0";"0";"0";"0";"0";"26250";"26250";"0";"A09";"U0009";"1"
"J000464";"Glukosa Puasa";"KVVIP";"26875";"0";"0";"0";"0";"0";"26875";"26875";"0";"A09";"U0009";"1"
"J000465";"Glukosa Puasa";"PK3";"27500";"0";"0";"0";"0";"0";"27500";"27500";"0";"A09";"U0009";"1"
"J000466";"Glukosa 2 J PP";"K3";"25000";"0";"0";"0";"0";"0";"25000";"25000";"0";"A09";"U0009";"1"
"J000467";"Glukosa 2 J PP";"K2";"25000";"0";"0";"0";"0";"0";"25000";"25000";"0";"A09";"U0009";"1"
"J000468";"Glukosa 2 J PP";"K1";"25625";"0";"0";"0";"0";"0";"25625";"25625";"0";"A09";"U0009";"1"
"J000469";"Glukosa 2 J PP";"KVIP";"26250";"0";"0";"0";"0";"0";"26250";"26250";"0";"A09";"U0009";"1"
"J000470";"Glukosa 2 J PP";"KVVIP";"26875";"0";"0";"0";"0";"0";"26875";"26875";"0";"A09";"U0009";"1"
"J000471";"Glukosa 2 J PP";"PK3";"27500";"0";"0";"0";"0";"0";"27500";"27500";"0";"A09";"U0009";"1"
"J000472";"Kolesterol";"K3";"30000";"0";"0";"0";"0";"0";"30000";"30000";"0";"A09";"U0009";"1"
"J000473";"Kolesterol";"K2";"30000";"0";"0";"0";"0";"0";"30000";"30000";"0";"A09";"U0009";"1"
"J000474";"Kolesterol";"K1";"30750";"0";"0";"0";"0";"0";"30750";"30750";"0";"A09";"U0009";"1"
"J000475";"Kolesterol";"KVIP";"31500";"0";"0";"0";"0";"0";"31500";"31500";"0";"A09";"U0009";"1"
"J000476";"Kolesterol";"KVVIP";"32250";"0";"0";"0";"0";"0";"32250";"32250";"0";"A09";"U0009";"1"
"J000477";"Kolesterol";"PK3";"33000";"0";"0";"0";"0";"0";"33000";"33000";"0";"A09";"U0009";"1"
"J000478";"Trigliserid";"K3";"35000";"0";"0";"0";"0";"0";"35000";"35000";"0";"A09";"U0009";"1"
"J000479";"Trigliserid";"K2";"35000";"0";"0";"0";"0";"0";"35000";"35000";"0";"A09";"U0009";"1"
"J000480";"Trigliserid";"K1";"35875";"0";"0";"0";"0";"0";"35875";"35875";"0";"A09";"U0009";"1"
"J000481";"Trigliserid";"KVIP";"36750";"0";"0";"0";"0";"0";"36750";"36750";"0";"A09";"U0009";"1"
"J000482";"Trigliserid";"KVVIP";"37625";"0";"0";"0";"0";"0";"37625";"37625";"0";"A09";"U0009";"1"
"J000483";"Trigliserid";"PK3";"38500";"0";"0";"0";"0";"0";"38500";"38500";"0";"A09";"U0009";"1"
"J000484";"HDL";"K3";"15000";"0";"0";"0";"0";"0";"15000";"15000";"0";"A09";"U0009";"1"
"J000485";"HDL";"K2";"15000";"0";"0";"0";"0";"0";"15000";"15000";"0";"A09";"U0009";"1"
"J000486";"HDL";"K1";"15375";"0";"0";"0";"0";"0";"15375";"15375";"0";"A09";"U0009";"1"
"J000487";"HDL";"KVIP";"15750";"0";"0";"0";"0";"0";"15750";"15750";"0";"A09";"U0009";"1"
"J000488";"HDL";"KVVIP";"16125";"0";"0";"0";"0";"0";"16125";"16125";"0";"A09";"U0009";"1"
"J000489";"HDL";"PK3";"16500";"0";"0";"0";"0";"0";"16500";"16500";"0";"A09";"U0009";"1"
"J000490";"LDL";"K3";"5000";"0";"0";"0";"0";"0";"5000";"5000";"0";"A09";"U0009";"1"
"J000491";"LDL";"K2";"5000";"0";"0";"0";"0";"0";"5000";"5000";"0";"A09";"U0009";"1"
"J000492";"LDL";"K1";"5125";"0";"0";"0";"0";"0";"5125";"5125";"0";"A09";"U0009";"1"
"J000493";"LDL";"KVIP";"5250";"0";"0";"0";"0";"0";"5250";"5250";"0";"A09";"U0009";"1"
"J000494";"LDL";"KVVIP";"5375";"0";"0";"0";"0";"0";"5375";"5375";"0";"A09";"U0009";"1"
"J000495";"LDL";"PK3";"5500";"0";"0";"0";"0";"0";"5500";"5500";"0";"A09";"U0009";"1"
"J000496";"Ureum";"K3";"15000";"0";"0";"0";"0";"0";"15000";"15000";"0";"A09";"U0009";"1"
"J000497";"Ureum";"K2";"15000";"0";"0";"0";"0";"0";"15000";"15000";"0";"A09";"U0009";"1"
"J000498";"Ureum";"K1";"15375";"0";"0";"0";"0";"0";"15375";"15375";"0";"A09";"U0009";"1"
"J000499";"Ureum";"KVIP";"15750";"0";"0";"0";"0";"0";"15750";"15750";"0";"A09";"U0009";"1"
"J000500";"Ureum";"KVVIP";"16125";"0";"0";"0";"0";"0";"16125";"16125";"0";"A09";"U0009";"1"
"J000501";"Ureum";"PK3";"16500";"0";"0";"0";"0";"0";"16500";"16500";"0";"A09";"U0009";"1"
"J000502";"Kreatinin";"K3";"25000";"0";"0";"0";"0";"0";"25000";"25000";"0";"A09";"U0009";"1"
"J000503";"Kreatinin";"K2";"25000";"0";"0";"0";"0";"0";"25000";"25000";"0";"A09";"U0009";"1"
"J000504";"Kreatinin";"K1";"25625";"0";"0";"0";"0";"0";"25625";"25625";"0";"A09";"U0009";"1"
"J000505";"Kreatinin";"KVIP";"26250";"0";"0";"0";"0";"0";"26250";"26250";"0";"A09";"U0009";"1"
"J000506";"Kreatinin";"KVVIP";"26875";"0";"0";"0";"0";"0";"26875";"26875";"0";"A09";"U0009";"1"
"J000507";"Kreatinin";"PK3";"27500";"0";"0";"0";"0";"0";"27500";"27500";"0";"A09";"U0009";"1"
"J000508";"Asam Urat";"K3";"25000";"0";"0";"0";"0";"0";"25000";"25000";"0";"A09";"U0009";"1"
"J000509";"Asam Urat";"K2";"25000";"0";"0";"0";"0";"0";"25000";"25000";"0";"A09";"U0009";"1"
"J000510";"Asam Urat";"K1";"25625";"0";"0";"0";"0";"0";"25625";"25625";"0";"A09";"U0009";"1"
"J000511";"Asam Urat";"KVIP";"26250";"0";"0";"0";"0";"0";"26250";"26250";"0";"A09";"U0009";"1"
"J000512";"Asam Urat";"KVVIP";"26875";"0";"0";"0";"0";"0";"26875";"26875";"0";"A09";"U0009";"1"
"J000513";"Asam Urat";"PK3";"27500";"0";"0";"0";"0";"0";"27500";"27500";"0";"A09";"U0009";"1"
"J000514";"Total Protein";"K3";"10000";"0";"0";"0";"0";"0";"10000";"10000";"0";"A09";"U0009";"1"
"J000515";"Total Protein";"K2";"10000";"0";"0";"0";"0";"0";"10000";"10000";"0";"A09";"U0009";"1"
"J000516";"Total Protein";"K1";"10250";"0";"0";"0";"0";"0";"10250";"10250";"0";"A09";"U0009";"1"
"J000517";"Total Protein";"KVIP";"10500";"0";"0";"0";"0";"0";"10500";"10500";"0";"A09";"U0009";"1"
"J000518";"Total Protein";"KVVIP";"10750";"0";"0";"0";"0";"0";"10750";"10750";"0";"A09";"U0009";"1"
"J000519";"Total Protein";"PK3";"11000";"0";"0";"0";"0";"0";"11000";"11000";"0";"A09";"U0009";"1"
"J000520";"Albumin";"PK3";"11000";"0";"0";"0";"0";"0";"11000";"11000";"0";"A09";"U0009";"1"
"J000521";"Albumin";"K3";"10000";"0";"0";"0";"0";"0";"10000";"10000";"0";"A09";"U0009";"1"
"J000522";"Albumin";"K2";"10000";"0";"0";"0";"0";"0";"10000";"10000";"0";"A09";"U0009";"1"
"J000523";"Albumin";"K1";"10250";"0";"0";"0";"0";"0";"10250";"10250";"0";"A09";"U0009";"1"
"J000524";"Albumin";"KVIP";"10500";"0";"0";"0";"0";"0";"10500";"10500";"0";"A09";"U0009";"1"
"J000525";"Albumin";"KVVIP";"10750";"0";"0";"0";"0";"0";"10750";"10750";"0";"A09";"U0009";"1"
"J000526";"Globulin";"K3";"5000";"0";"0";"0";"0";"0";"5000";"5000";"0";"A09";"U0009";"1"
"J000527";"Globulin";"K2";"5000";"0";"0";"0";"0";"0";"5000";"5000";"0";"A09";"U0009";"1"
"J000528";"Globulin";"K1";"5125";"0";"0";"0";"0";"0";"5125";"5125";"0";"A09";"U0009";"1"
"J000529";"Globulin";"KVIP";"5250";"0";"0";"0";"0";"0";"5250";"5250";"0";"A09";"U0009";"1"
"J000530";"Globulin";"KVVIP";"5375";"0";"0";"0";"0";"0";"5375";"5375";"0";"A09";"U0009";"1"
"J000531";"Globulin";"PK3";"5500";"0";"0";"0";"0";"0";"5500";"5500";"0";"A09";"U0009";"1"
"J000532";"Elektrolit";"K3";"100000";"0";"0";"0";"0";"0";"100000";"100000";"0";"A09";"U0009";"1"
"J000533";"Elektrolit";"K2";"100000";"0";"0";"0";"0";"0";"100000";"100000";"0";"A09";"U0009";"1"
"J000534";"Elektrolit";"K1";"102500";"0";"0";"0";"0";"0";"102500";"102500";"0";"A09";"U0009";"1"
"J000535";"Elektrolit";"KVIP";"105000";"0";"0";"0";"0";"0";"105000";"105000";"0";"A09";"U0009";"1"
"J000536";"Elektrolit";"KVVIP";"107500";"0";"0";"0";"0";"0";"107500";"107500";"0";"A09";"U0009";"1"
"J000537";"Elektrolit";"PK3";"110000";"0";"0";"0";"0";"0";"110000";"110000";"0";"A09";"U0009";"1"
"J000538";"HBs Ag";"K3";"35000";"0";"0";"0";"0";"0";"35000";"35000";"0";"A09";"U0009";"1"
"J000539";"HBs Ag";"K2";"35000";"0";"0";"0";"0";"0";"35000";"35000";"0";"A09";"U0009";"1"
"J000540";"HBs Ag";"K1";"35875";"0";"0";"0";"0";"0";"35875";"35875";"0";"A09";"U0009";"1"
"J000541";"HBs Ag";"KVIP";"36750";"0";"0";"0";"0";"0";"36750";"36750";"0";"A09";"U0009";"1"
"J000542";"HBs Ag";"KVVIP";"37625";"0";"0";"0";"0";"0";"37625";"37625";"0";"A09";"U0009";"1"
"J000543";"HBs Ag";"PK3";"38500";"0";"0";"0";"0";"0";"38500";"38500";"0";"A09";"U0009";"1"
"J000544";"Anti HBs Ag";"K3";"60000";"0";"0";"0";"0";"0";"60000";"60000";"0";"A09";"U0009";"1"
"J000545";"Anti HBs Ag";"K2";"60000";"0";"0";"0";"0";"0";"60000";"60000";"0";"A09";"U0009";"1"
"J000546";"Anti HBs Ag";"K1";"61500";"0";"0";"0";"0";"0";"61500";"61500";"0";"A09";"U0009";"1"
"J000547";"Anti HBs Ag";"KVIP";"63000";"0";"0";"0";"0";"0";"63000";"63000";"0";"A09";"U0009";"1"
"J000548";"Anti HBs Ag";"KVVIP";"64500";"0";"0";"0";"0";"0";"64500";"64500";"0";"A09";"U0009";"1"
"J000549";"Anti HBs Ag";"PK3";"66000";"0";"0";"0";"0";"0";"66000";"66000";"0";"A09";"U0009";"1"
"J000550";"Tubex";"K3";"150000";"0";"0";"0";"0";"0";"150000";"150000";"0";"A09";"U0009";"1"
"J000551";"Tubex";"K2";"150000";"0";"0";"0";"0";"0";"150000";"150000";"0";"A09";"U0009";"1"
"J000552";"Tubex";"K1";"153750";"0";"0";"0";"0";"0";"153750";"153750";"0";"A09";"U0009";"1"
"J000553";"Tubex";"KVIP";"157500";"0";"0";"0";"0";"0";"157500";"157500";"0";"A09";"U0009";"1"
"J000554";"Tubex";"KVVIP";"161250";"0";"0";"0";"0";"0";"161250";"161250";"0";"A09";"U0009";"1"
"J000555";"Tubex";"PK3";"165000";"0";"0";"0";"0";"0";"165000";"165000";"0";"A09";"U0009";"1"
"J000556";"CRP";"K3";"30000";"0";"0";"0";"0";"0";"30000";"30000";"0";"A09";"U0009";"1"
"J000557";"CRP";"K2";"30000";"0";"0";"0";"0";"0";"30000";"30000";"0";"A09";"U0009";"1"
"J000558";"CRP";"K1";"30750";"0";"0";"0";"0";"0";"30750";"30750";"0";"A09";"U0009";"1"
"J000559";"CRP";"KVIP";"31500";"0";"0";"0";"0";"0";"31500";"31500";"0";"A09";"U0009";"1"
"J000560";"CRP";"KVVIP";"32250";"0";"0";"0";"0";"0";"32250";"32250";"0";"A09";"U0009";"1"
"J000561";"CRP";"PK3";"33000";"0";"0";"0";"0";"0";"33000";"33000";"0";"A09";"U0009";"1"
"J000562";"Faeses Rutin";"K3";"25000";"0";"0";"0";"0";"0";"25000";"25000";"0";"A09";"U0009";"1"
"J000563";"Faeses Rutin";"K2";"25000";"0";"0";"0";"0";"0";"25000";"25000";"0";"A09";"U0009";"1"
"J000564";"Faeses Rutin";"K1";"25625";"0";"0";"0";"0";"0";"25625";"25625";"0";"A09";"U0009";"1"
"J000565";"Faeses Rutin";"KVIP";"26250";"0";"0";"0";"0";"0";"26250";"26250";"0";"A09";"U0009";"1"
"J000566";"Faeses Rutin";"KVVIP";"26875";"0";"0";"0";"0";"0";"26875";"26875";"0";"A09";"U0009";"1"
"J000567";"Faeses Rutin";"PK3";"27500";"0";"0";"0";"0";"0";"27500";"27500";"0";"A09";"U0009";"1"
"J000568";"Benzidin test";"K3";"105000";"0";"0";"0";"0";"0";"105000";"105000";"0";"A09";"U0009";"1"
"J000569";"Benzidin test";"K2";"105000";"0";"0";"0";"0";"0";"105000";"105000";"0";"A09";"U0009";"1"
"J000570";"Benzidin test";"K1";"107625";"0";"0";"0";"0";"0";"107625";"107625";"0";"A09";"U0009";"1"
"J000571";"Benzidin test";"KVIP";"110250";"0";"0";"0";"0";"0";"110250";"110250";"0";"A09";"U0009";"1"
"J000572";"Benzidin test";"KVVIP";"112875";"0";"0";"0";"0";"0";"112875";"112875";"0";"A09";"U0009";"1"
"J000573";"Benzidin test";"PK3";"115500";"0";"0";"0";"0";"0";"115500";"115500";"0";"A09";"U0009";"1"
"J000574";"KOH";"K3";"50000";"0";"0";"0";"0";"0";"50000";"50000";"0";"A09";"U0009";"1"
"J000575";"KOH";"K2";"50000";"0";"0";"0";"0";"0";"50000";"50000";"0";"A09";"U0009";"1"
"J000576";"KOH";"K1";"51250";"0";"0";"0";"0";"0";"51250";"51250";"0";"A09";"U0009";"1"
"J000577";"KOH";"KVIP";"52500";"0";"0";"0";"0";"0";"52500";"52500";"0";"A09";"U0009";"1"
"J000578";"KOH";"KVVIP";"53750";"0";"0";"0";"0";"0";"53750";"53750";"0";"A09";"U0009";"1"
"J000579";"KOH";"PK3";"55000";"0";"0";"0";"0";"0";"55000";"55000";"0";"A09";"U0009";"1"
"J000580";"BTA";"K3";"50000";"0";"0";"0";"0";"0";"50000";"50000";"0";"A09";"U0009";"1"
"J000581";"BTA";"K2";"50000";"0";"0";"0";"0";"0";"50000";"50000";"0";"A09";"U0009";"1"
"J000582";"BTA";"K1";"51250";"0";"0";"0";"0";"0";"51250";"51250";"0";"A09";"U0009";"1"
"J000583";"BTA";"KVIP";"52500";"0";"0";"0";"0";"0";"52500";"52500";"0";"A09";"U0009";"1"
"J000584";"BTA";"KVVIP";"53750";"0";"0";"0";"0";"0";"53750";"53750";"0";"A09";"U0009";"1"
"J000585";"BTA";"PK3";"55000";"0";"0";"0";"0";"0";"55000";"55000";"0";"A09";"U0009";"1"
"J000586";"Methamphetamine (MET)";"K3";"135000";"0";"0";"0";"0";"0";"135000";"135000";"0";"A09";"U0009";"1"
"J000587";"Methamphetamine (MET)";"K2";"135000";"0";"0";"0";"0";"0";"135000";"135000";"0";"A09";"U0009";"1"
"J000588";"Methamphetamine (MET)";"K1";"138375";"0";"0";"0";"0";"0";"138375";"138375";"0";"A09";"U0009";"1"
"J000589";"Methamphetamine (MET)";"KVIP";"141750";"0";"0";"0";"0";"0";"141750";"141750";"0";"A09";"U0009";"1"
"J000590";"Methamphetamine (MET)";"KVVIP";"145125";"0";"0";"0";"0";"0";"145125";"145125";"0";"A09";"U0009";"1"
"J000591";"Methamphetamine (MET)";"PK3";"148500";"0";"0";"0";"0";"0";"148500";"148500";"0";"A09";"U0009";"1"
"J000592";"APTT";"K3";"125000";"0";"0";"0";"0";"0";"125000";"125000";"0";"A09";"U0009";"1"
"J000593";"APTT";"K2";"125000";"0";"0";"0";"0";"0";"125000";"125000";"0";"A09";"U0009";"1"
"J000594";"APTT";"K1";"128125";"0";"0";"0";"0";"0";"128125";"128125";"0";"A09";"U0009";"1"
"J000595";"APTT";"KVIP";"131250";"0";"0";"0";"0";"0";"131250";"131250";"0";"A09";"U0009";"1"
"J000596";"APTT";"KVVIP";"134375";"0";"0";"0";"0";"0";"134375";"134375";"0";"A09";"U0009";"1"
"J000597";"APTT";"PK3";"137500";"0";"0";"0";"0";"0";"137500";"137500";"0";"A09";"U0009";"1"
"J000598";"Konsultasi (Pemeriksaan/ Tanpa diikuti Perawatan)";"KP013";"40000";"0";"60000";"0";"0";"0";"100000";"40000";"100000";"A09";"U0010";"1"
"J000599";"Pemeriksaan Berkala";"KP013";"40000";"0";"60000";"0";"0";"0";"100000";"40000";"100000";"A09";"U0010";"1"
"J000600";"Dental Foto X-ray (Pembacaan rontgen foto)";"KP013";"100000";"0";"0";"0";"0";"0";"100000";"100000";"0";"A09";"U0010";"1"
"J000601";"Tambalan Sementara";"KP013";"100000";"0";"0";"0";"0";"0";"100000";"100000";"0";"A09";"U0010";"1"
"J000602";"Tambalan Silicate/ GIC Besar";"KP013";"350000";"0";"0";"0";"0";"0";"350000";"350000";"0";"A09";"U0010";"1"
"J000603";"Tambalan Silicate/ GIC Kecil";"KP013";"200000";"0";"0";"0";"0";"0";"200000";"200000";"0";"A09";"U0010";"1"
"J000604";"Tambalan Composite (Light cure/ Sinar) Besar";"KP013";"350000";"0";"0";"0";"0";"0";"350000";"350000";"0";"A09";"U0010";"1"
"J000605";"Tambalan Composite (Light cure/ Sinar) Kecil";"KP013";"200000";"0";"0";"0";"0";"0";"200000";"200000";"0";"A09";"U0010";"1"
"J000606";"Tumpatan Tuang (Logam) inlay/ onlay";"KP013";"1500000";"0";"0";"0";"0";"0";"1500000";"1500000";"0";"A09";"U0010";"1"
"J000607";"Tumpatan inlay/ onlay Porcelain";"KP013";"1500000";"0";"0";"0";"0";"0";"1500000";"1500000";"0";"A09";"U0010";"1"
"J000608";"Tumpatan inlay/ onlay Komposit";"KP013";"1000000";"0";"0";"0";"0";"0";"1000000";"1000000";"0";"A09";"U0010";"1"
"J000611";"Perawatan Pulpotomi";"KP013";"100000";"0";"0";"0";"0";"0";"100000";"100000";"0";"A09";"U0010";"1"
"J000612";"Bedah Mulut Cabut Gigi Susu";"KP013";"100000";"0";"0";"0";"0";"0";"100000";"100000";"0";"A09";"U0010";"1"
"J000613";"Bedah Mulut Cabut Gigi Tetap";"KP013";"200000";"0";"0";"0";"0";"0";"200000";"200000";"0";"A09";"U0010";"1"
"J000614";"Bedah Mulut Cabut Gigi dengan Komplikasi/ Penyulit";"KP013";"350000";"0";"0";"0";"0";"0";"350000";"350000";"0";"A09";"U0010";"1"
"J000615";"Incisi Abses Intra Oral";"KP013";"500000";"0";"0";"0";"0";"0";"500000";"500000";"0";"A09";"U0010";"1"
"J000616";"Incisi Abses Extra Oral";"KP013";"750000";"0";"0";"0";"0";"0";"750000";"750000";"0";"A09";"U0010";"1"
"J000617";"Alveolektomi Tiap Regio";"KP013";"800000";"0";"0";"0";"0";"0";"800000";"800000";"0";"A09";"U0010";"1"
"J000619";"Mucocele";"KP013";"800000";"0";"0";"0";"0";"0";"800000";"800000";"0";"A09";"U0010";"1"
"J000620";"Epulis";"KP013";"800000";"0";"0";"0";"0";"0";"800000";"800000";"0";"A09";"U0010";"1"
"J000622";"Pembersihan Karang Gigi tiap Rahang (Scalling)";"KP013";"300000";"0";"0";"0";"0";"0";"300000";"300000";"0";"A09";"U0010";"1"
"J000623";"Upperculektomi";"KP013";"500000";"0";"0";"0";"0";"0";"500000";"500000";"0";"A09";"U0010";"1"
"J000624";"Kuret Tiap Regio";"KP013";"150000";"0";"0";"0";"0";"0";"150000";"150000";"0";"A09";"U0010";"1"
"J000625";"Oklusal Adjusment Lengkap RA dan RB";"KP013";"1000000";"0";"0";"0";"0";"0";"1000000";"1000000";"0";"A09";"U0010";"1"
"J000626";"Fissure Sealant tiap gigi/ per 1 gigi";"KP013";"150000";"0";"0";"0";"0";"0";"150000";"150000";"0";"A09";"U0010";"1"
"J000627";"Orthodontie Standart Methode";"KP013";"10000000";"0";"0";"0";"0";"0";"10000000";"10000000";"0";"A09";"U0010";"1"
"J000628";"Orthodontie Damond Methode";"KP013";"20000000";"0";"0";"0";"0";"0";"20000000";"20000000";"0";"A09";"U0010";"1"
"J000629";"Pergantian Wire Standart Methode";"KP013";"200000";"0";"0";"0";"0";"0";"200000";"200000";"0";"A09";"U0010";"1"
"J000630";"Pergantian Wire Damond Methode";"KP013";"500000";"0";"0";"0";"0";"0";"500000";"500000";"0";"A09";"U0010";"1"
"J000631";"Kontrol";"KP013";"150000";"0";"0";"0";"0";"0";"150000";"150000";"0";"A09";"U0010";"1"
"J000632";"Gigi Tiruan Lengkap (Full Denture) RA dan RB Acrylic";"KP013";"5000000";"0";"0";"0";"0";"0";"5000000";"5000000";"0";"A09";"U0010";"1"
"J000633";"Gigi Tiruan Lengkap (Full Denture) RA dan RB Valplast";"KP013";"6500000";"0";"0";"0";"0";"0";"6500000";"6500000";"0";"A09";"U0010";"1"
"J000634";"Mahkota Jembatan (Fixed Bridge) Porcelain per 1 Unit";"KP013";"1500000";"0";"0";"0";"0";"0";"1500000";"1500000";"0";"A09";"U0010";"1"
"J000635";"Mahkota Jembatan (Fixed Bridge) Acrylic per 1 unit";"KP013";"800000";"0";"0";"0";"0";"0";"800000";"800000";"0";"A09";"U0010";"1"
"J000636";"Mahkota Jaket Porcelain";"KP013";"1500000";"0";"0";"0";"0";"0";"1500000";"1500000";"0";"A09";"U0010";"1"
"J000637";"Mahkota Jaket Acrylic";"KP013";"700000";"0";"0";"0";"0";"0";"700000";"700000";"0";"A09";"U0010";"1"
"J000638";"Gigi Tiruan Sebagian Acrylic";"KP013";"250000";"0";"0";"0";"0";"0";"250000";"250000";"0";"A09";"U0010";"1"
"J000639";"Gigi Tiruan Sebagian Acrylic, Pemasangan gigi berikutnya";"KP013";"150000";"0";"0";"0";"0";"0";"150000";"150000";"0";"A09";"U0010";"1"
"J000640";"Gigi Tiruan Sebagian Valplast";"KP013";"800000";"0";"0";"0";"0";"0";"800000";"800000";"0";"A09";"U0010";"1"
"J000641";"Gigi Tiruan Sebagian Valplast, Pemasangan gigi berikutnya";"KP013";"250000";"0";"0";"0";"0";"0";"250000";"250000";"0";"A09";"U0010";"1"
"J000642";"Reparasi Gigi Tiruan (patah)/ Rebaising";"KP013";"500000";"0";"0";"0";"0";"0";"500000";"500000";"0";"A09";"U0010";"1"
"J000643";"Reparasi Gigi Tiruan (full Denture) tiap rahang/ Relaining";"KP013";"750000";"0";"0";"0";"0";"0";"750000";"750000";"0";"A09";"U0010";"1"
"J000644";"Metal Frame tiap Rahang";"KP013";"1250000";"0";"0";"0";"0";"0";"1250000";"1250000";"0";"A09";"U0010";"1"
"J000645";"Pemasangan Gigi Porcelain per 1 gigi";"KP013";"500000";"0";"0";"0";"0";"0";"500000";"500000";"0";"A09";"U0010";"1"
"J000646";"Jasa Fisioterapi";"K3";"15000";"0";"0";"40000";"0";"0";"15000";"55000";"0";"A09";"U0009";"1"
"J000647";"Jasa Fisioterapi";"K2";"15000";"0";"0";"40000";"0";"0";"15000";"55000";"0";"A09";"U0009";"1"
